Name,Country,Profile,Period,Commodity,TradingDate,Contract,DeliveryPeriod,DeliveryStart,DeliveryEnd,Unit,ContractVolume,SettlementPrice
Dutch Base Week Future,Dutch,Base,Week,Power,2019-11-19,Q0B2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,42.9
Dutch Base Week Future,Dutch,Base,Week,Power,2019-11-19,Q0B3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,43.83
Dutch Base Week Future,Dutch,Base,Week,Power,2019-11-19,Q0B4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,44.07
Dutch Base Week Future,Dutch,Base,Week,Power,2019-11-19,Q0B4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,44.46
Dutch Base Month Future,Dutch,Base,Month,Power,2019-11-19,Q0BM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,41.34
Dutch Base Month Future,Dutch,Base,Month,Power,2019-11-19,Q0BM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,42.08
Dutch Base Month Future,Dutch,Base,Month,Power,2019-11-19,Q0BM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,47.8
Dutch Base Month Future,Dutch,Base,Month,Power,2019-11-19,Q0BM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,49.81
Dutch Base Month Future,Dutch,Base,Month,Power,2019-11-19,Q0BM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,45.54
Dutch Base Quarter Future,Dutch,Base,Quarter,Power,2019-11-19,Q0BQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,47.67
Dutch Base Quarter Future,Dutch,Base,Quarter,Power,2019-11-19,Q0BQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,43.69
Dutch Base Quarter Future,Dutch,Base,Quarter,Power,2019-11-19,Q0BQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,43.64
Dutch Base Quarter Future,Dutch,Base,Quarter,Power,2019-11-19,Q0BQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,49.87
Dutch Base Year Future,Dutch,Base,Year,Power,2019-11-19,Q0BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,46.22
Dutch Base Year Future,Dutch,Base,Year,Power,2019-11-19,Q0BY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,46.64
Dutch Base Year Future,Dutch,Base,Year,Power,2019-11-19,Q0BY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,47.25
Dutch Base Year Future,Dutch,Base,Year,Power,2019-11-19,Q0BY,2023.01,2023-01-01,2023-12-31,EUR/MWh,8760,48.97
Dutch Peak Week Future,Dutch,Peak,Week,Power,2019-11-19,Q0P1,2019.11,2019-11-25,2019-11-29,EUR/MWh,60,48.68
Dutch Peak Week Future,Dutch,Peak,Week,Power,2019-11-19,Q0P2,2019.12,2019-12-02,2019-12-06,EUR/MWh,60,50.88
Dutch Peak Week Future,Dutch,Peak,Week,Power,2019-11-19,Q0P3,2019.12,2019-12-09,2019-12-13,EUR/MWh,60,51.55
Dutch Peak Week Future,Dutch,Peak,Week,Power,2019-11-19,Q0P4,2019.11,2019-11-18,2019-11-22,EUR/MWh,60,55.13
Dutch Peak Week Future,Dutch,Peak,Week,Power,2019-11-19,Q0P4,2019.12,2019-12-16,2019-12-20,EUR/MWh,60,53.61
Dutch Peak Month Future,Dutch,Peak,Month,Power,2019-11-19,Q0PM,2019.11,2019-11-01,2019-11-29,EUR/MWh,252,50.46
Dutch Peak Month Future,Dutch,Peak,Month,Power,2019-11-19,Q0PM,2019.12,2019-12-02,2019-12-31,EUR/MWh,264,49.77
Dutch Peak Month Future,Dutch,Peak,Month,Power,2019-11-19,Q0PM,2020.01,2020-01-01,2020-01-31,EUR/MWh,276,57.88
Dutch Peak Month Future,Dutch,Peak,Month,Power,2019-11-19,Q0PM,2020.02,2020-02-03,2020-02-28,EUR/MWh,240,59.1
Dutch Peak Quarter Future,Dutch,Peak,Quarter,Power,2019-11-19,Q0PQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,780,56.46
Dutch Peak Quarter Future,Dutch,Peak,Quarter,Power,2019-11-19,Q0PQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,780,47.41
Dutch Peak Quarter Future,Dutch,Peak,Quarter,Power,2019-11-19,Q0PQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,792,49.31
Dutch Peak Quarter Future,Dutch,Peak,Quarter,Power,2019-11-19,Q0PQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,792,61.32
Dutch Peak Year Future,Dutch,Peak,Year,Power,2019-11-19,Q0PY,2020.01,2020-01-01,2020-12-31,EUR/MWh,3144,53.64
Dutch Peak Year Future,Dutch,Peak,Year,Power,2019-11-19,Q0PY,2021.01,2021-01-01,2021-12-31,EUR/MWh,3132,54.55
Dutch Peak Year Future,Dutch,Peak,Year,Power,2019-11-19,Q0PY,2022.01,2022-01-03,2022-12-30,EUR/MWh,3120,56.25
Belgian Base Month Future,Belgian,Base,Month,Power,2019-11-19,Q1BM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,44.83
Belgian Base Month Future,Belgian,Base,Month,Power,2019-11-19,Q1BM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,45.99
Belgian Base Month Future,Belgian,Base,Month,Power,2019-11-19,Q1BM,2020.01,2020-01-01,2020-01-31,EUR/MWh,744,53.22
Belgian Base Month Future,Belgian,Base,Month,Power,2019-11-19,Q1BM,2020.02,2020-02-01,2020-02-29,EUR/MWh,696,56.3
Belgian Base Month Future,Belgian,Base,Month,Power,2019-11-19,Q1BM,2020.03,2020-03-01,2020-03-31,EUR/MWh,743,45.96
Belgian Base Quarter Future,Belgian,Base,Quarter,Power,2019-11-19,Q1BQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,51.73
Belgian Base Quarter Future,Belgian,Base,Quarter,Power,2019-11-19,Q1BQ,2020.04,2020-04-01,2020-06-30,EUR/MWh,2184,41.98
Belgian Base Quarter Future,Belgian,Base,Quarter,Power,2019-11-19,Q1BQ,2020.07,2020-07-01,2020-09-30,EUR/MWh,2208,42.03
Belgian Base Quarter Future,Belgian,Base,Quarter,Power,2019-11-19,Q1BQ,2020.10,2020-10-01,2020-12-31,EUR/MWh,2209,53.65
Belgian Base Year Future,Belgian,Base,Year,Power,2019-11-19,Q1BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,47.35
Belgian Base Year Future,Belgian,Base,Year,Power,2019-11-19,Q1BY,2021.01,2021-01-01,2021-12-31,EUR/MWh,8760,46.74
Belgian Base Year Future,Belgian,Base,Year,Power,2019-11-19,Q1BY,2022.01,2022-01-01,2022-12-31,EUR/MWh,8760,47.74
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB19,2019.11,2019-11-19,2019-11-19,EUR/MWh,24,47.64
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB20,2019.11,2019-11-20,2019-11-20,EUR/MWh,24,50.52
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB21,2019.11,2019-11-21,2019-11-21,EUR/MWh,24,49.88
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB22,2019.11,2019-11-22,2019-11-22,EUR/MWh,24,45.25
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB23,2019.11,2019-11-23,2019-11-23,EUR/MWh,24,38.68
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB24,2019.11,2019-11-24,2019-11-24,EUR/MWh,24,35.56
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB25,2019.11,2019-11-25,2019-11-25,EUR/MWh,24,40.54
Dutch Base Day Future,Dutch,Base,Day,Power,2019-11-19,QB26,2019.11,2019-11-26,2019-11-26,EUR/MWh,24,41.32
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP19,2019.11,2019-11-19,2019-11-19,EUR/MWh,12,56.72
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP20,2019.11,2019-11-20,2019-11-20,EUR/MWh,12,60.76
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP21,2019.11,2019-11-21,2019-11-21,EUR/MWh,12,57.28
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP22,2019.11,2019-11-22,2019-11-22,EUR/MWh,12,51.81
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP23,2019.11,2019-11-23,2019-11-23,EUR/MWh,12,43.56
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP24,2019.11,2019-11-24,2019-11-24,EUR/MWh,12,39.5
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP25,2019.11,2019-11-25,2019-11-25,EUR/MWh,12,49.31
Dutch Peak Day Future,Dutch,Peak,Day,Power,2019-11-19,QP26,2019.11,2019-11-26,2019-11-26,EUR/MWh,12,48.92
Dutch Base Weekend Future,Dutch,Base,Weekend,Power,2019-11-19,QWB4,2019.11,2019-11-23,2019-11-24,EUR/MWh,48,37.12
Dutch Peak Weekend Future,Dutch,Peak,Weekend,Power,2019-11-19,QWP4,2019.11,2019-11-23,2019-11-24,EUR/MWh,24,41.53
German Austrian Wind Power Week Future,German-Austrian,,Week,Wind Power,2019-11-19,W1B1,2019.11,2019-11-25,2019-12-01,EUR/MWh,168,24.08
German Austrian Wind Power Week Future,German-Austrian,,Week,Wind Power,2019-11-19,W1B2,2019.12,2019-12-02,2019-12-08,EUR/MWh,168,23.05
German Austrian Wind Power Week Future,German-Austrian,,Week,Wind Power,2019-11-19,W1B3,2019.12,2019-12-09,2019-12-15,EUR/MWh,168,27.87
German Austrian Wind Power Week Future,German-Austrian,,Week,Wind Power,2019-11-19,W1B4,2019.11,2019-11-18,2019-11-24,EUR/MWh,168,15.47
German Austrian Wind Power Week Future,German-Austrian,,Week,Wind Power,2019-11-19,W1B4,2019.12,2019-12-16,2019-12-22,EUR/MWh,168,28.15
German Austrian Wind Power Month Future,German-Austrian,,Month,Wind Power,2019-11-19,W1BM,2019.11,2019-11-01,2019-11-30,EUR/MWh,720,20.04
German Austrian Wind Power Month Future,German-Austrian,,Month,Wind Power,2019-11-19,W1BM,2019.12,2019-12-01,2019-12-31,EUR/MWh,744,27.92
German Austrian Wind Power Quarter Future,German-Austrian,,Quarter,Wind Power,2019-11-19,W1BQ,2020.01,2020-01-01,2020-03-31,EUR/MWh,2183,26.99
German Austrian Wind Power Year Future,German-Austrian,,Year,Wind Power,2019-11-19,W1BY,2020.01,2020-01-01,2020-12-31,EUR/MWh,8784,20.59
PXE Hungarian Base Weekend Future,Hungarian,Base,Weekend,Power,2019-11-19,W9B4,2019.11,2019-11-23,2019-11-24,EUR/MWh,48,38.02
PXE Czech Base Weekend Future,Czech,Base,Weekend,Power,2019-11-19,WXB4,2019.11,2019-11-23,2019-11-24,EUR/MWh,48,37.02
